OBJECTID *,ID,Shape *,gridcode_kWh/m2,DT,DT_PCODE,TS_PCODE,TS_Name,Shape_Length,Shape_Area(sqm),GHI_kWh,GHI_MW
1619,1619,Polygon,1791,Yangon (South),MMR013D003,MMR013026,Kayan,3241.276317,455893.3055,816504900,93.20832
1620,1620,Polygon,1791,Yangon (South),MMR013D003,MMR013026,Kayan,2783.425998,358973.4093,642921400,73.39285
1621,1621,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,535.977641,9670.246877,17319410,1.977102
1622,1622,Polygon,1791,Yangon (South),MMR013D003,MMR013027,Twantay,2860.057316,405547.8882,726336300,82.9151
1623,1623,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,2044.58706,245462.051,439622500,50.18522
1624,1624,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,677.359583,17476.75522,31300870,3.573159
1625,1625,Polygon,1791,Yangon (South),MMR013D003,MMR013027,Twantay,1625.370778,153496.5312,274912300,31.38268
1626,1626,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,2123.067345,216800.6518,388290000,44.32534
1627,1627,Polygon,1791,Yangon (South),MMR013D003,MMR013027,Twantay,7245.492092,968768.8811,1735065000,198.0668
1628,1628,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,1569.011744,99925.69444,178966900,20.43001
1629,1629,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,3887.365318,693820.7309,1242633000,141.8531
1630,1630,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,1805.330589,174311.0167,312191000,35.63825
1631,1631,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,2042.367582,207601.8619,371814900,42.44463
1632,1632,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,2813.341276,357590.3801,640444400,73.11008
1633,1633,Polygon,1791,Yangon (South),MMR013D003,MMR013027,Twantay,2970.736604,489547.1541,876778900,100.0889
1634,1634,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,1911.75731,206192.1709,369290200,42.15641
1635,1635,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,254.864488,2708.449005,4850832,0.553748
1636,1636,Polygon,1791,Yangon (South),MMR013D003,MMR013025,Thongwa,3674.685642,855109.7918,1531502000,174.829
1637,1637,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,3113.381112,379759.0841,680148500,77.64252
1638,1638,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,1349.978303,59141.15018,105921800,12.09153
1639,1639,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,2173.949948,300128.1774,537529500,61.36182
1640,1640,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,1941.277793,222950.0201,399303500,45.58259
1641,1641,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,1792.639163,147422.5601,264033800,30.14085
1642,1642,Polygon,1791,Yangon (South),MMR013D003,MMR013024,Kyauktan,5862.065424,819451.8685,1467638000,167.5386
1643,1643,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,1394.100378,99697.15426,178557600,20.38329
1644,1644,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,3843.885942,730968.6201,1309165000,149.448
1645,1645,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,2509.625207,288656.1515,516983200,59.01634
1646,1646,Polygon,1791,Yangon (South),MMR013D003,MMR013029,Kungyangon,1780.49874,189188.0059,338835700,38.67987
1647,1647,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,3090.05479,430009.0528,770146200,87.91624
1648,1648,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,1941.642252,224153.8729,401459600,45.82872
1649,1649,Polygon,1791,Yangon (South),MMR013D003,MMR013029,Kungyangon,1124.89188,78187.9957,348976800,39.83754
1650,1650,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,1755.382738,116662.2725,348976800,39.83754
1651,1651,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,2922.994146,399291.9771,715131900,81.63606
1652,1652,Polygon,1791,Yangon (South),MMR013D003,MMR013028,Kawhmu,1824.054527,182900.8206,327575400,37.39445
1653,1653,Polygon,1791,Yangon (South),MMR013D003,MMR013029,Kungyangon,212.835156,1137.150461,2036637,0.232493
1654,1654,Polygon,1792,Yangon (South),MMR013D003,MMR013029,Kungyangon,1291.018704,71426.48732,127996300,14.61145
1655,1655,Polygon,1792,Yangon (South),MMR013D003,MMR013029,Kungyangon,645.777662,17238.67022,165763400,18.92277
1656,1656,Polygon,1792,Yangon (South),MMR013D003,MMR013028,Kawhmu,1366.95314,75263.24595,165763400,18.92277
1657,1657,Polygon,1792,Yangon (South),MMR013D003,MMR013029,Kungyangon,681.61956,21954.15618,39341850,4.491078
1658,1658,Polygon,1792,Yangon (South),MMR013D003,MMR013029,Kungyangon,53.841749,118.781295,55868640,6.377698
1659,1659,Polygon,1792,Yangon (South),MMR013D003,MMR013028,Kawhmu,865.568661,31057.9143,55868640,6.377698
1660,1660,Polygon,1792,Yangon (South),MMR013D003,MMR013029,Kungyangon,1765.648949,174898.63,313418300,35.77835
1661,1661,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,2810.531725,295901.3595,535581500,61.13944
1662,1662,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,1654.777605,143588.3535,259894900,29.66837
1663,1663,Polygon,1810,Yangon (South),MMR013D003,MMR013024,Kyauktan,2175.644708,221634.1597,401157800,45.79427
1664,1664,Polygon,1820,Yangon (North),MMR013D001,MMR013006,Htantabin,5699.766945,794904.3866,1446726000,165.1514
1665,1665,Polygon,1820,Yangon (North),MMR013D001,MMR013006,Htantabin,114.867333,547.839125,997067.2,0.113821
1666,1666,Polygon,1820,Yangon (North),MMR013D001,MMR013006,Htantabin,1278.701698,76613.36328,139436300,15.91739
1667,1667,Polygon,1820,Yangon (South),MMR013D003,MMR013027,Twantay,1308.495566,77549.4018,141139900,16.11186
1668,1668,Polygon,1820,Yangon (South),MMR013D003,MMR013027,Twantay,1133.257948,52249.42198,95093950,10.85547
1669,1669,Polygon,1820,Yangon (South),MMR013D003,MMR013027,Twantay,2192.445262,310644.9001,565373700,64.54037
1670,1670,Polygon,1820,Yangon (South),MMR013D003,MMR013027,Twantay,1831.029341,181777.8986,330835800,37.76664
1671,1671,Polygon,1793,Yangon (South),MMR013D003,MMR013026,Kayan,1832.334784,142118.2095,254818000,29.08881
1672,1672,Polygon,1793,Yangon (South),MMR013D003,MMR013026,Kayan,560.133639,18176.01247,32589590,3.720273
1673,1673,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,2787.482859,327396.2744,587021500,67.01159
1674,1674,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,372.917249,5724.979974,10264890,1.171791
1675,1675,Polygon,1793,Yangon (South),MMR013D003,MMR013027,Twantay,1988.298691,220902.7114,396078600,45.21445
1676,1676,Polygon,1793,Yangon (South),MMR013D003,MMR013027,Twantay,1891.206913,216174.1845,387600300,44.24661
1677,1677,Polygon,1793,Yangon (South),MMR013D003,MMR013027,Twantay,2250.887075,316655.7891,567763800,64.81322
1678,1678,Polygon,1793,Yangon (South),MMR013D003,MMR013027,Twantay,2274.213342,207222.1191,371549200,42.4143
1679,1679,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,1624.880181,125622.6564,225241400,25.71249
1680,1680,Polygon,1793,Yangon (South),MMR013D003,MMR013027,Twantay,2250.887075,316655.7891,567763800,64.81322
1681,1681,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,2055.483295,260545.6173,467158300,53.32858
1682,1682,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,519.97086,10451.39051,18739340,2.139194
1683,1683,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,1994.31881,218672.1467,392079200,44.7579
1684,1684,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,2004.460828,240976.5395,432070900,49.32317
1685,1685,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,4379.121355,855510.6506,1533931000,175.1062
1686,1686,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,2069.079854,237109.2326,425136900,48.5316
1687,1687,Polygon,1793,Yangon (South),MMR013D003,MMR013025,Thongwa,358.040025,5495.481858,9853399,1.124817
1688,1688,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,382.005466,1549.462587,2778187,0.317145
1689,1689,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,5269.841523,1130922.841,2027745000,231.4777
1690,1690,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,207.196917,1777.24849,3186607,0.363768
1691,1691,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,1957.557178,177409.4279,318095100,36.31223
1692,1692,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,1908.765836,218404.3411,391599000,44.70308
1693,1693,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,3825.740913,191656.2647,343639700,39.22828
1694,1694,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,3131.551595,531231.3827,952497900,108.7326
1695,1695,Polygon,1793,Yangon (South),MMR013D003,MMR013024,Kyauktan,6514.589365,989684.4591,1774504000,202.569
1696,1696,Polygon,1793,Yangon (South),MMR013D003,MMR013028,Kawhmu,1032.942572,44896.09317,80498700,9.189349
1697,1697,Polygon,1793,Yangon (South),MMR013D003,MMR013028,Kawhmu,170.643278,1243.430185,2229470,0.254506
1698,1698,Polygon,1793,Yangon (South),MMR013D003,MMR013029,Kungyangon,1911.531882,187144.5476,335550200,38.30481
1699,1699,Polygon,1793,Yangon (South),MMR013D003,MMR013029,Kungyangon,930.772276,41113.68847,73716840,8.415164
1700,1700,Polygon,1793,Yangon (South),MMR013D003,MMR013028,Kawhmu,2959.626172,369580.0964,662657100,75.64579
1701,1701,Polygon,1793,Yangon (South),MMR013D003,MMR013028,Kawhmu,1842.526432,124103.4195,222517400,25.40153
1702,1702,Polygon,1793,Yangon (South),MMR013D003,MMR013029,Kungyangon,2439.764201,353870.0889,634489100,72.43026
1703,1703,Polygon,1793,Yangon (South),MMR013D003,MMR013028,Kawhmu,4706.613765,1059251.938,1899239000,216.8081
1704,1704,Polygon,1793,Yangon (South),MMR013D003,MMR013029,Kungyangon,5013.889556,524900.4107,941146400,107.4368
1705,1705,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,1708.077009,160788.1382,290865700,33.20385
1706,1706,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,2814.832848,433428.0175,784071300,89.50586
1707,1707,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,1759.550812,173067.4356,313079000,35.73961
1708,1708,Polygon,1809,Yangon (South),MMR013D003,MMR013024,Kyauktan,756.717846,14234.31049,25749870,2.939483
1709,1709,Polygon,1794,Yangon (North),MMR013D001,MMR013004,Hlegu,1687.09074,140024.4152,251203800,28.67623
1710,1710,Polygon,1794,Yangon (North),MMR013D001,MMR013004,Hlegu,2852.754835,465041.9494,834285200,95.23804
1711,1711,Polygon,1794,Yangon (North),MMR013D001,MMR013004,Hlegu,1204.838127,21667.06186,38870710,4.437295
1712,1712,Polygon,1794,Yangon (South),MMR013D003,MMR013026,Kayan,1655.94619,60664.51272,108832100,12.42376
1713,1713,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,2563.322187,262562.3205,471036800,53.77132
1714,1714,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,1944.23167,182473.581,327357600,37.36959
1715,1715,Polygon,1794,Yangon (South),MMR013D003,MMR013027,Twantay,1908.257748,210809.5856,378192400,43.17265
1716,1716,Polygon,1794,Yangon (South),MMR013D003,MMR013027,Twantay,1543.497581,95753.07772,171781000,19.60971
1717,1717,Polygon,1794,Yangon (South),MMR013D003,MMR013027,Twantay,4635.093548,617779.3047,1108296000,126.5178
1718,1718,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,1723.732645,158893.1946,285054400,32.54045
1719,1719,Polygon,1794,Yangon (South),MMR013D003,MMR013027,Twantay,4055.428165,323606.7832,580550600,66.2729
1720,1720,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,2492.878398,350722.3313,629195800,71.82601
1721,1721,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,4130.759531,516199.3266,926061600,105.7148
1722,1722,Polygon,1794,Yangon (South),MMR013D003,MMR013025,Thongwa,2093.53932,298079.4194,534754500,61.04503
1723,1723,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1649.941011,116307.2811,208655300,23.81909
1724,1724,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1891.762618,215240.9218,386142200,44.08016
1725,1725,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,4080.412203,309405.893,555074200,63.36463
1726,1726,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1756.793126,127374.3041,228509500,26.08556
1727,1727,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,3577.371462,566192.4494,1015749000,115.9531
1728,1728,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1481.723913,98251.44798,176263100,20.12136
1729,1729,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,768.29798,10722.18075,19235590,2.195844
1730,1730,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,2045.416416,257062.0436,461169300,52.6449
1731,1731,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,303.226771,1480.31281,2655681,0.30316
1732,1732,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,5779.954629,1047497.388,1879210000,214.5217
1733,1733,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1710.609722,171586.1967,307825600,35.13991
1734,1734,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,3359.524772,642822.3444,1153223000,131.6465
1735,1735,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1693.69453,156455.2338,280680700,32.04118
1736,1736,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,1563.046365,84415.21843,151440900,17.28777
1737,1737,Polygon,1794,Yangon (South),MMR013D003,MMR013024,Kyauktan,5829.799662,981406.8211,1760644000,200.9867
1738,1738,Polygon,1794,Yangon (South),MMR013D003,MMR013028,Kawhmu,1664.766045,157886.6291,283248600,32.33432
1739,1739,Polygon,1794,Yangon (South),MMR013D003,MMR013028,Kawhmu,1025.883084,39612.40936,71064660,8.112405
1740,1740,Polygon,1794,Yangon (South),MMR013D003,MMR013029,Kungyangon,720.112095,24362.7584,43706790,4.989359
1741,1741,Polygon,1794,Yangon (South),MMR013D003,MMR013029,Kungyangon,2166.153741,304019.9675,545411800,62.26163
1742,1742,Polygon,1794,Yangon (South),MMR013D003,MMR013029,Kungyangon,1513.656583,103405.7088,185509800,21.17692
1743,1743,Polygon,1794,Yangon (South),MMR013D003,MMR013029,Kungyangon,3227.83316,295532.4256,1936417000,221.0521
1744,1744,Polygon,1794,Yangon (South),MMR013D003,MMR013028,Kawhmu,5941.067833,783852.4887,1936417000,221.0521
1745,1745,Polygon,1794,Yangon (South),MMR013D003,MMR013029,Kungyangon,6220.197608,1294777.372,2322831000,265.1633
1746,1746,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1760.600703,151303.6409,272800500,31.14161
1747,1747,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,177.467015,535.018547,964638.4,0.110118
1748,1748,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1840.416928,200957.9925,362327300,41.36156
1749,1749,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1951.226918,233166.3949,420399000,47.99075
1750,1750,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1985.25149,241543.4649,435502900,49.71494
1751,1751,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,3055.741564,444807.1343,801987300,91.55106
1752,1752,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,1987.813029,175389.1109,316226600,36.09892
1753,1753,Polygon,1803,Yangon (South),MMR013D003,MMR013024,Kyauktan,2820.728746,374308.8421,674878800,77.04096
1754,1754,Polygon,1803,Yangon (South),MMR013D003,MMR013029,Kungyangon,1283.675108,44093.12542,554195600,63.26434
1755,1755,Polygon,1803,Yangon (South),MMR013D003,MMR013028,Kawhmu,2015.8692,263281.0268,554195600,63.26434
1756,1756,Polygon,1803,Yangon (South),MMR013D003,MMR013029,Kungyangon,2006.299254,135536.4191,244372200,27.89637
1757,1757,Polygon,1813,Yangon (South),MMR013D003,MMR013024,Kyauktan,1436.322774,83538.20982,151454800,17.28936
1758,1758,Polygon,1795,Yangon (North),MMR013D001,MMR013004,Hlegu,2123.067345,216800.6518,389157200,44.42434
1759,1759,Polygon,1795,Yangon (North),MMR013D001,MMR013004,Hlegu,6486.584808,1873666.687,3363232000,383.9306
1760,1760,Polygon,1795,Yangon (North),MMR013D001,MMR013004,Hlegu,2764.945779,331049.8643,594234500,67.83499
1761,1761,Polygon,1795,Yangon (North),MMR013D001,MMR013004,Hlegu,3855.521263,715231.0692,1283840000,146.5571
1762,1762,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,857.095998,31445.22539,56444180,6.443399
1763,1763,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,2678.221827,407287.4563,731081000,83.45673
1764,1764,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,1026.975047,44133.14918,79219000,9.043264
1765,1765,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,1719.714318,157762.5945,283183900,32.32693
1766,1766,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,1291.656514,63917.10025,114731200,13.09717
1767,1767,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,479.908048,8870.760543,15923020,1.817696
1768,1768,Polygon,1795,Yangon (South),MMR013D003,MMR013025,Thongwa,560.401744,13080.88779,23480190,2.680387
1769,1769,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,2188.171833,298386.7557,535604200,61.14204
1770,1770,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,5551.976198,816482.9753,1465587000,167.3044
1771,1771,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1914.676233,210204.1574,377316400,43.07265
1772,1772,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1133.562223,2284.280439,4100284,0.468069
1773,1773,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,2249.092596,298304.78,535457100,61.12524
1774,1774,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1343.583613,59593.74552,106970800,12.21128
1775,1775,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,2170.492853,302637.9792,543235200,62.01315
1776,1776,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,4597.134057,523693.709,940030200,107.3094
1777,1777,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,2225.671968,289395.5629,519465000,59.29966
1778,1778,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1300.737993,46840.72977,84079110,9.598072
1779,1779,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1700.714043,159378.3447,286084100,32.658
1780,1780,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,2576.077553,299737.8581,538029400,61.41888
1781,1781,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,3419.302073,473017.9521,849067200,96.92548
1782,1782,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,1683.862937,132385.4334,237631900,27.12692
1783,1783,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,5618.691181,914454.7683,1641446000,187.3797
1784,1784,Polygon,1795,Yangon (South),MMR013D003,MMR013024,Kyauktan,124.778991,708.604224,1271945,0.145199
1785,1785,Polygon,1795,Yangon (South),MMR013D003,MMR013028,Kawhmu,568.303596,12843.14028,23053440,2.631671
1786,1786,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,1691.679239,158499.4128,292612500,33.40326
1787,1787,Polygon,1795,Yangon (South),MMR013D003,MMR013028,Kawhmu,469.671958,4515.936533,292612500,33.40326
1788,1788,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,804.653338,35260.27335,941330800,107.4578
1789,1789,Polygon,1795,Yangon (South),MMR013D003,MMR013028,Kawhmu,3259.331248,489157.9675,941330800,107.4578
1790,1790,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,1652.233768,115849.9617,207950700,23.73866
1791,1791,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,1891.881779,192441.666,345432800,39.43297
1792,1792,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,596.498261,12635.8216,22681300,2.58919
1793,1793,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,4555.787811,741732.5117,1633782000,186.5048
1794,1794,Polygon,1795,Yangon (South),MMR013D003,MMR013028,Kawhmu,2333.667049,168452.3679,1633782000,186.5048
1795,1795,Polygon,1795,Yangon (South),MMR013D003,MMR013029,Kungyangon,6014.63106,642158.8965,1152675000,131.5839
1796,1796,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,1331.782532,57965.40681,104627600,11.94379
1797,1797,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,1179.706091,15177.04486,27394570,3.127234
1798,1798,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,4463.98398,662050.6455,1195001000,136.4157
1799,1799,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,1220.98102,67523.02917,121879100,13.91314
1800,1800,Polygon,1805,Yangon (South),MMR013D003,MMR013024,Kyauktan,7667.379002,855974.8925,1545035000,176.3738
1801,1801,Polygon,1805,Yangon (South),MMR013D003,MMR013029,Kungyangon,2089.634777,184300.6594,332662700,37.97519
1802,1802,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1464.983956,95533.39243,173106500,19.76102
1803,1803,Polygon,1812,Yangon (South),MMR013D003,MMR013024,Kyauktan,1807.388547,177310.0538,321285800,36.67646
1804,1804,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,955.328521,34797.41589,209150400,23.87561
1805,1805,Polygon,1796,Yangon (South),MMR013D003,MMR013028,Kawhmu,1634.621555,81656.01025,209150400,23.87561
1806,1806,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,1527.230844,100954.4627,181314200,20.69797
1807,1807,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,2570.089684,325765.2272,775452900,88.52203
1808,1808,Polygon,1796,Yangon (South),MMR013D003,MMR013028,Kawhmu,1380.481558,106001.4336,775452900,88.52203
1809,1809,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,2104.501224,216640.8062,389086900,44.41631
1810,1810,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,495.912414,6303.761075,11321560,1.292415
1811,1811,Polygon,1796,Yangon (South),MMR013D003,MMR013029,Kungyangon,1234.221412,66108.69622,118731200,13.55379
1812,1812,Polygon,1818,Yangon (North),MMR013D001,MMR013006,Htantabin,4748.405983,780904.3262,1419684000,162.0644
1813,1813,Polygon,1818,Yangon (North),MMR013D001,MMR013006,Htantabin,2186.483653,291954.1699,530772700,60.59049
1814,1814,Polygon,1818,Yangon (North),MMR013D001,MMR013006,Htantabin,774.190436,24486.44239,44516350,5.081775
1815,1815,Polygon,1818,Yangon (North),MMR013D001,MMR013006,Htantabin,4437.761017,1096437.765,1993324000,227.5484
1816,1816,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,327.757384,4249.783016,7726106,0.881976
1817,1817,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,2892.645585,495225.2478,900319500,102.7762
1818,1818,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,3063.116683,285260.0331,518602800,59.20123
1819,1819,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,1996.004951,211825.9693,385099600,43.96114
1820,1820,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,731.409756,16139.91608,29342370,3.349585
1821,1821,Polygon,1818,Yangon (South),MMR013D003,MMR013027,Twantay,2553.551992,390791.9794,710459800,81.10272
1822,1822,Polygon,1800,Yangon (South),MMR013D003,MMR013029,Kungyangon,1714.656965,170150.0602,306270100,34.96234
1823,1823,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,513.200413,10928.06003,19637720,2.241749
1824,1824,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,1367.56907,64550.88544,115997900,13.24177
1825,1825,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,629.466059,8950.066407,16083270,1.83599
1826,1826,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,1690.75536,158643.5503,285082500,32.54366
1827,1827,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,4390.957257,470341.9243,845204400,96.48452
1828,1828,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,2738.716913,442839.5567,795782700,90.84277
1829,1829,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,2982.744957,400976.1366,720554100,82.25504
1830,1830,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,7962.35065,1399321.226,2514580000,287.0526
1831,1831,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,1223.092533,26807.81107,48173640,5.499273
1832,1832,Polygon,1797,Yangon (South),MMR013D003,MMR013024,Kyauktan,2111.815691,233891.6198,420303200,47.97982
1833,1833,Polygon,1797,Yangon (South),MMR013D003,MMR013028,Kawhmu,2869.585311,471609.7429,847482700,96.7446
1834,1834,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,756.792053,10327.60982,18558710,2.118575
1835,1835,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,2369.391674,198648.66,582773800,66.52669
1836,1836,Polygon,1797,Yangon (South),MMR013D003,MMR013028,Kawhmu,1458.415319,125655.0556,582773800,66.52669
1837,1837,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,491.681536,12142.09324,23562520,2.689785
1838,1838,Polygon,1797,Yangon (South),MMR013D003,MMR013028,Kawhmu,146.635183,970.048044,23562520,2.689785
1839,1839,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,60.166655,163.618207,294021.9,0.033564
1840,1840,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,1177.705209,57721.76443,103726000,11.84087
1841,1841,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,1318.328004,53375.98792,95916650,10.94939
1842,1842,Polygon,1797,Yangon (South),MMR013D003,MMR013029,Kungyangon,3276.37704,621939.7868,1117626000,127.5829
1843,1843,Polygon,1800,Yangon (South),MMR013D003,MMR013029,Kungyangon,669.78857,17348.91404,31228050,3.564845
1844,1844,Polygon,1800,Yangon (South),MMR013D003,MMR013029,Kungyangon,1104.938579,50662.21532,91191980,10.41004
