OBJECTID *,ID,Shape *,gridcode_kWh/m2,DT,DT_PCODE,TS_PCODE,TS_Name,Shape_Length,Shape_Area(sqm),GHI_kWh,GHI_MW
511,511,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,653.543446,10208.47375,49202890,5.616768
512,512,Polygon,1798,Yangon (South),MMR013D003,MMR013026,Kayan,851.76173,17156.87365,49202890,5.616768
513,513,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,1797.459432,188274.292,338517200,38.64351
514,514,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,2115.866592,287336.8916,516631700,58.97623
515,515,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,1593.017626,130886.092,235333200,26.86452
516,516,Polygon,1805,Yangon (North),MMR013D001,MMR013006,Htantabin,3936.214518,348511.1042,629062500,71.81079
517,517,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,1845.68856,133845.1222,241590400,27.57882
518,518,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,7495.492879,788047.8964,1422426000,162.3775
519,519,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,2938.633348,386374.0164,697405100,79.61246
520,520,Polygon,1805,Yangon (South),MMR013D003,MMR013027,Twantay,1785.444056,185539.3838,334898600,38.23043
521,521,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,651.25695,3279.957254,5913763,0.675087
522,522,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,7982.219637,1324666.978,2388375000,272.6455
523,523,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,269.072935,3410.626959,6149361,0.701982
524,524,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,1967.679459,233909.2806,421738400,48.14366
525,525,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,1778.115527,118130.2578,212988800,24.3138
526,526,Polygon,1802,Yangon (South),MMR013D003,MMR013027,Twantay,1108.888342,76852.08472,138487500,15.80907
527,527,Polygon,1796,Yangon (South),MMR013D003,MMR013027,Twantay,1296.545408,65809.959,118194700,13.49254
528,528,Polygon,1796,Yangon (South),MMR013D003,MMR013027,Twantay,290.230027,985.967083,1770797,0.202146
529,529,Polygon,1796,Yangon (South),MMR013D003,MMR013025,Thongwa,765.031976,24386.41354,43798000,4.999772
530,530,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,742.236751,26030.12539,46802160,5.342713
531,531,Polygon,1806,Yangon (North),MMR013D001,MMR013006,Htantabin,4381.529144,788755.0809,1424492000,162.6132
532,532,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1685.478967,68937.6,124501300,14.21248
533,533,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,4178.512798,655906.9049,1184568000,135.2246
534,534,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1429.543756,95690.74121,172817500,19.72802
535,535,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,2690.84401,246937.5618,445969200,50.90973
536,536,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1399.572054,74067.64804,133766200,15.27011
537,537,Polygon,1806,Yangon (South),MMR013D003,MMR013027,Twantay,1388.288117,73795.2376,133274200,15.21395
538,538,Polygon,1804,Yangon (South),MMR013D003,MMR013027,Twantay,723.04888,32666.7242,58930770,6.727257
539,539,Polygon,1800,Yangon (South),MMR013D003,MMR013027,Twantay,1663.332513,153704.1694,276667500,31.58305
540,540,Polygon,1799,Yangon (South),MMR013D003,MMR013027,Twantay,1603.344339,148947.5163,267956600,30.58865
541,541,Polygon,1792,Yangon (South),MMR013D003,MMR013027,Twantay,30.550941,38.427909,68862.81,0.007861
542,542,Polygon,1792,Yangon (South),MMR013D003,MMR013027,Twantay,1041.790297,49286.19101,88320860,10.08229
543,543,Polygon,1824,Yangon (North),MMR013D001,MMR013005,Taikkyi,1065.29961,53971.24377,98443550,11.23785
544,544,Polygon,1824,Yangon (North),MMR013D001,MMR013003,Hmawbi,840.009987,33721.61986,304745200,34.78827
545,545,Polygon,1824,Yangon (North),MMR013D001,MMR013005,Taikkyi,1623.95629,133353.6051,304745200,34.78827
546,546,Polygon,1824,Yangon (North),MMR013D001,MMR013003,Hmawbi,2031.71407,213057.4348,388616800,44.36264
547,547,Polygon,1824,Yangon (North),MMR013D001,MMR013006,Htantabin,1836.887329,175292.2186,319733000,36.4992
548,548,Polygon,1824,Yangon (North),MMR013D001,MMR013006,Htantabin,2115.586405,288811.9341,526793000,60.13618
549,549,Polygon,1824,Yangon (North),MMR013D001,MMR013006,Htantabin,5250.848295,736704.3234,1343749000,153.396
550,550,Polygon,1824,Yangon (North),MMR013D001,MMR013006,Htantabin,8907.356852,2027365.83,3697915000,422.1365
551,551,Polygon,1824,Yangon (North),MMR013D001,MMR013006,Htantabin,1066.357905,39208.03807,71515460,8.163866
552,552,Polygon,1824,Yangon (South),MMR013D003,MMR013027,Twantay,1010.740352,22171.72501,40441230,4.616579
553,553,Polygon,1824,Yangon (South),MMR013D003,MMR013027,Twantay,2474.226949,340922.0392,621841800,70.9865
554,554,Polygon,1802,Yangon (South),MMR013D003,MMR013027,Twantay,1113.950235,46359.48745,83539800,9.536507
555,555,Polygon,1802,Yangon (South),MMR013D003,MMR013027,Twantay,549.382278,17418.86457,31388790,3.583196
556,556,Polygon,1801,Yangon (South),MMR013D003,MMR013027,Twantay,2217.776684,161648.5323,291129000,33.2339
557,557,Polygon,1800,Yangon (South),MMR013D003,MMR013027,Twantay,888.604872,46318.36317,83373060,9.517472
558,558,Polygon,1798,Yangon (South),MMR013D003,MMR013025,Thongwa,753.110553,27537.35441,49512160,5.652073
559,559,Polygon,1811,Yangon (South),MMR013D003,MMR013027,Twantay,771.234872,26652.20432,48267140,5.509948
560,560,Polygon,1802,Yangon (South),MMR013D003,MMR013027,Twantay,769.665749,29832.08731,53757420,6.136692
561,561,Polygon,1798,Yangon (South),MMR013D003,MMR013027,Twantay,1054.713321,51972.43407,93446440,10.6674
562,562,Polygon,1798,Yangon (South),MMR013D003,MMR013027,Twantay,2227.325342,148596.1522,267175900,30.49953
563,563,Polygon,1789,Yangon (South),MMR013D003,MMR013025,Thongwa,1248.304996,92238.90168,165015400,18.83737
564,564,Polygon,1789,Yangon (South),MMR013D003,MMR013025,Thongwa,65.309835,166.51203,297890,0.034006
565,565,Polygon,1789,Yangon (South),MMR013D003,MMR013025,Thongwa,2322.144591,286161.0723,511942100,58.44088
566,566,Polygon,1789,Yangon (South),MMR013D003,MMR013025,Thongwa,2731.27423,326442.5847,584005800,66.66733
567,567,Polygon,1804,Yangon (South),MMR013D003,MMR013027,Twantay,1046.149576,60860.90468,109793100,12.53346
568,568,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,2047.1588,196835.8099,354895000,40.51313
569,569,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,1476.959808,114594.1386,206613200,23.58599
570,570,Polygon,1802,Yangon (South),MMR013D003,MMR013027,Twantay,379.694355,3762.113151,6779328,0.773896
571,571,Polygon,1799,Yangon (South),MMR013D003,MMR013027,Twantay,1457.081718,61476.02453,110595400,12.62504
572,572,Polygon,1803,Yangon (South),MMR013D003,MMR013027,Twantay,208.534688,1865.285233,3363109,0.383917
573,573,Polygon,1797,Yangon (South),MMR013D003,MMR013027,Twantay,2782.342325,389828.9737,700522700,79.96835
574,574,Polygon,1801,Yangon (South),MMR013D003,MMR013027,Twantay,418.949853,10961.6802,19741990,2.253651
575,575,Polygon,1775,Yangon (South),MMR013D003,MMR013023,Thanlyin,2250.887075,316655.7891,562064000,64.16256
576,576,Polygon,1775,Yangon (South),MMR013D003,MMR013023,Thanlyin,3255.011989,499404.0931,886442200,101.192
577,577,Polygon,1775,Yangon (South),MMR013D003,MMR013023,Thanlyin,1333.381034,62607.39007,111128100,12.68586
578,578,Polygon,1775,Yangon (South),MMR013D003,MMR013023,Thanlyin,1643.826714,64880.47775,115162800,13.14644
579,579,Polygon,1775,Yangon (South),MMR013D003,MMR013023,Thanlyin,2811.86592,297676.6577,528376100,60.3169
580,580,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,1425.210584,71193.73807,127579200,14.56383
581,581,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,1857.359108,191033.1327,342331400,39.07892
582,582,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,1148.599512,56110.17178,100549400,11.47824
583,583,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,1903.752789,206278.7041,369651400,42.19765
584,584,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,2237.743315,109059.3981,195434400,22.30987
585,585,Polygon,1786,Yangon (South),MMR013D003,MMR013023,Thanlyin,251.399501,2977.108599,5317116,0.606977
586,586,Polygon,1786,Yangon (South),MMR013D003,MMR013023,Thanlyin,3238.493349,368010.4042,657266600,75.03043
587,587,Polygon,1795,Yangon (South),MMR013D003,MMR013027,Twantay,1535.201691,105846.2035,189993900,21.6888
588,588,Polygon,1795,Yangon (South),MMR013D003,MMR013027,Twantay,4631.818526,727152.5233,1305239000,148.9999
589,589,Polygon,1795,Yangon (South),MMR013D003,MMR013027,Twantay,4539.658369,996455.6198,1788638000,204.1824
590,590,Polygon,1823,Yangon (North),MMR013D001,MMR013006,Htantabin,2207.656334,168181.2358,306594400,34.99936
591,591,Polygon,1823,Yangon (North),MMR013D001,MMR013006,Htantabin,3284.939609,495450.2057,903205700,103.1057
592,592,Polygon,1823,Yangon (South),MMR013D003,MMR013027,Twantay,1167.043819,29196.74978,53225680,6.07599
593,593,Polygon,1823,Yangon (South),MMR013D003,MMR013027,Twantay,2037.536443,255537.9451,465845700,53.17873
594,594,Polygon,1823,Yangon (South),MMR013D003,MMR013027,Twantay,3899.014233,432077.2643,787676900,89.91745
595,595,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,1389.941536,91959.08524,164514800,18.78023
596,596,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,5516.594944,577257.5771,1033573000,117.9878
597,597,Polygon,1789,Yangon (West),MMR013D004,MMR013038,Kyeemyindaing,182.304717,480.20806,1033573000,117.9878
598,598,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,507.3367,11689.88622,20913210,2.387352
599,599,Polygon,1789,Yangon (South),MMR013D003,MMR013027,Twantay,1108.888342,76852.08472,137488400,15.69502
600,600,Polygon,1785,Yangon (South),MMR013D003,MMR013023,Thanlyin,2040.768027,199805.6136,356653000,40.71381
601,601,Polygon,1776,Yangon (South),MMR013D003,MMR013026,Kayan,2110.110319,202782.7222,360142100,41.11211
602,602,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,2184.4681,306679.3293,562380700,64.19871
603,603,Polygon,1776,Yangon (South),MMR013D003,MMR013026,Kayan,502.727834,9976.459789,562380700,64.19871
604,604,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,1832.837031,191487.4562,340081700,38.82212
605,605,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,330.076504,3243.963891,5761280,0.65768
606,606,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,3447.070625,606776.6022,1948833000,222.4696
607,607,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,3157.770766,490539.5247,1948833000,222.4696
608,608,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,2250.887075,316655.7891,562380700,64.19871
609,609,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,4501.77415,949967.3672,1687142000,192.5961
610,610,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,5627.217688,1266623.156,2249523000,256.7948
611,611,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,7355.194843,2530772.439,4494652000,513.0881
612,612,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,3332.060198,267841.4562,800200400,91.34708
613,613,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,2832.251408,182721.8179,800200400,91.34708
614,614,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,562380700,64.19871
615,615,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,1009.126324,34529.14675,61323760,7.00043
616,616,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,2372.375197,274818.6498,488077900,55.71666
617,617,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,562380700,64.19871
618,618,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,14918.91696,4728253.258,8397378000,958.6047
619,619,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,1731.765637,137902.2445,244914400,27.95826
620,620,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,2123.067345,216800.6518,385038000,43.95411
621,621,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,1638.722852,97402.14762,172986200,19.74728
622,622,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,1878.88593,169170.9781,300447600,34.29768
623,623,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,983.16023,32070.38542,56957000,6.501941
624,624,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,1248.533391,67893.25823,120578400,13.76466
625,625,Polygon,1776,Yangon (South),MMR013D003,MMR013023,Thanlyin,4386.642649,1142393.218,2028890000,231.6085
626,626,Polygon,1776,Yangon (South),MMR013D003,MMR013025,Thongwa,924.608498,44623.06719,79250570,9.046868
627,627,Polygon,1822,Yangon (North),MMR013D001,MMR013003,Hmawbi,102.919608,365.952228,666764.9,0.076115
628,628,Polygon,1822,Yangon (North),MMR013D001,MMR013003,Hmawbi,1913.698118,193269.6443,352137300,40.19832
629,629,Polygon,1822,Yangon (North),MMR013D001,MMR013003,Hmawbi,6917.004157,1690539.604,3080163000,351.6168
630,630,Polygon,1822,Yangon (North),MMR013D001,MMR013003,Hmawbi,1447.390144,80391.19077,146472800,16.72063
631,631,Polygon,1822,Yangon (North),MMR013D001,MMR013006,Htantabin,1400.549682,110571.6452,201461500,22.99789
632,632,Polygon,1822,Yangon (North),MMR013D001,MMR013006,Htantabin,3990.297632,691988.448,1260803000,143.9273
633,633,Polygon,1822,Yangon (North),MMR013D001,MMR013006,Htantabin,4894.290595,407993.7382,743364600,84.85897
634,634,Polygon,1822,Yangon (North),MMR013D001,MMR013006,Htantabin,5348.557086,348982.9312,635846900,72.58527
635,635,Polygon,1822,Yangon (North),MMR013D001,MMR013006,Htantabin,2651.279538,208943.6335,380695300,43.45837
636,636,Polygon,1822,Yangon (South),MMR013D003,MMR013027,Twantay,2150.816283,287459.0393,523750400,59.78886
637,637,Polygon,1822,Yangon (South),MMR013D003,MMR013027,Twantay,1276.678432,38946.119,70959830,8.100437
638,638,Polygon,1822,Yangon (South),MMR013D003,MMR013027,Twantay,2104.519805,176968.0637,322435800,36.80774
639,639,Polygon,1821,Yangon (North),MMR013D001,MMR013003,Hmawbi,496.267794,9513.077961,17323310,1.977547
640,640,Polygon,1821,Yangon (North),MMR013D001,MMR013006,Htantabin,5578.234597,773039.8155,1407705000,160.697
641,641,Polygon,1821,Yangon (North),MMR013D001,MMR013006,Htantabin,1532.139933,113465.0974,206619900,23.58675
642,642,Polygon,1821,Yangon (South),MMR013D003,MMR013027,Twantay,1840.137125,150533.3002,274121200,31.29237
643,643,Polygon,1821,Yangon (South),MMR013D003,MMR013027,Twantay,411.410165,6010.889005,10945830,1.249524
644,644,Polygon,1821,Yangon (South),MMR013D003,MMR013027,Twantay,1664.339475,134877.8905,245612600,28.03797
645,645,Polygon,1777,Yangon (South),MMR013D003,MMR013026,Kayan,1082.906559,7734.658357,13744490,1.569005
646,646,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,5002.730174,1047600.832,1861587000,212.5099
647,647,Polygon,1777,Yangon (South),MMR013D003,MMR013023,Thanlyin,653.12728,20475.85886,36385600,4.153607
648,648,Polygon,1777,Yangon (South),MMR013D003,MMR013023,Thanlyin,2993.590523,441254.5214,784109300,89.51019
649,649,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,1148.800051,54637.47477,300858600,34.34459
650,650,Polygon,1777,Yangon (South),MMR013D003,MMR013023,Thanlyin,2703.197726,114669.5547,300858600,34.34459
651,651,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,2123.067345,216800.6518,385254800,43.97885
652,652,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,3036.352597,397832.9632,706949200,80.70197
653,653,Polygon,1777,Yangon (South),MMR013D003,MMR013023,Thanlyin,934.59562,30584.36426,54348420,6.204157
654,654,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,1762.068884,105380.5746,187261300,21.37686
655,655,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,1603.229624,147484.811,262080500,29.91787
656,656,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,2146.714672,284585.4037,505708300,57.72925
657,657,Polygon,1777,Yangon (South),MMR013D003,MMR013023,Thanlyin,2098.445818,243821.2651,433270400,49.46009
658,658,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,4409.946746,897170.3131,1594272000,181.9945
659,659,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,4514.882745,959278.4655,1704638000,194.5934
660,660,Polygon,1777,Yangon (South),MMR013D003,MMR013024,Kyauktan,2110.110319,202782.7222,360344900,41.13526
661,661,Polygon,1777,Yangon (South),MMR013D003,MMR013025,Thongwa,3622.421329,308046.3708,547398400,62.4884
662,662,Polygon,1777,Yangon (South),MMR013D003,MMR013024,Kyauktan,141.590825,507.060427,901046.4,0.102859
663,663,Polygon,1808,Yangon (South),MMR013D003,MMR013027,Twantay,1045.9438,52619.96372,95136900,10.86038
664,664,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,952.546921,42489.63515,76141420,8.691943
665,665,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,1416.968753,75679.24963,135617200,15.48142
666,666,Polygon,1792,Yangon (South),MMR013D003,MMR013025,Thongwa,2692.288495,341018.6615,611105500,69.7609
667,667,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,4928.795201,1282272.739,2279881000,260.2604
668,668,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2250.887075,316655.7891,563014000,64.271
669,669,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2250.887075,316655.7891,563014000,64.271
670,670,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2110.110319,202782.7222,360547700,41.15841
671,671,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,5337.09575,883395.0488,1570676000,179.3009
672,672,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2699.22026,344315.2043,612192400,69.88498
673,673,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,1337.370291,47012.52433,83588270,9.54204
674,674,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,1939.64645,223568.8775,397505500,45.37734
675,675,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,1802.883454,145738.5985,259123200,29.58028
676,676,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,3333.684651,648171.1427,1152448000,131.558
677,677,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,3550.705543,252790.0424,449460700,51.3083
678,678,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,7304.514342,1405781.588,2499480000,285.3287
679,679,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2250.887075,316655.7891,563014000,64.271
680,680,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,1693.127219,159442.9747,283489600,32.36183
681,681,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2250.887075,316655.7891,563014000,64.271
682,682,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,3218.819021,514094.5857,1838231000,209.8438
683,683,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,3459.790664,519781.3729,1838231000,209.8438
684,684,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,5355.729066,1290019.172,2340869000,267.2225
685,685,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,910.291219,26554.93379,2340869000,267.2225
686,686,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,2074.257413,209065.9935,371719300,42.43371
687,687,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,2110.110319,202782.7222,360547700,41.15841
688,688,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,929.474695,27534.86776,48957000,5.588698
689,689,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,8676.539195,1845862.989,3281944000,374.6512
690,690,Polygon,1778,Yangon (South),MMR013D003,MMR013026,Kayan,325.989587,4935.564856,349065500,39.84766
691,691,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,1796.289305,191389.2281,349065500,39.84766
692,692,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,1487.324873,72961.43643,129725400,14.80884
693,693,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,1919.702295,202356.5902,359790000,41.07192
694,694,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,2690.019313,217554.9594,386812700,44.1567
695,695,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,1589.032516,89240.56733,158669700,18.11298
696,696,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,2766.053863,469930.3498,836575600,95.49949
697,697,Polygon,1778,Yangon (South),MMR013D003,MMR013024,Kyauktan,135.304154,584.573871,836575600,95.49949
698,698,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,2346.708549,52797.05418,93873160,10.71611
699,699,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,2568.183881,262721.6236,467119000,53.32409
700,700,Polygon,1778,Yangon (South),MMR013D003,MMR013023,Thanlyin,1343.803669,61360.17056,109098400,12.45415
701,701,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,10683.14497,2188540.575,3891225000,444.2038
702,702,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,3402.185157,569454.1623,1012489000,115.581
703,703,Polygon,1778,Yangon (South),MMR013D003,MMR013025,Thongwa,4297.275814,1005628.021,4784763000,546.2059
704,704,Polygon,1778,Yangon (South),MMR013D003,MMR013024,Kyauktan,5897.539848,1685465.121,4784763000,546.2059
705,705,Polygon,1778,Yangon (South),MMR013D003,MMR013024,Kyauktan,5221.347548,752004.9764,1337065000,152.633
706,706,Polygon,1778,Yangon (South),MMR013D003,MMR013024,Kyauktan,4539.501785,927989.1639,1649965000,188.3521
707,707,Polygon,1796,Yangon (South),MMR013D003,MMR013025,Thongwa,2063.155685,287633.6913,516590100,58.97147
708,708,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,4435.775002,301006.2062,535490000,61.129
709,709,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,3226.334071,620573.0266,1103999000,126.0273
710,710,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,2110.110319,202782.7222,360750500,41.18156
711,711,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,2051.534468,97483.78759,173423700,19.79722
712,712,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,2056.136256,155770.1979,277115200,31.63415
713,713,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,3726.780483,726398.4897,1292263000,147.5186
714,714,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,1838.231061,187156.5047,360750500,41.18156
715,715,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,588.89964,15626.21753,360750500,41.18156
716,716,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,1593.395448,130641.8016,232411800,26.53102
717,717,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,563330600,64.30715
718,718,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,514.937815,6611.941857,11762650,1.342768
719,719,Polygon,1779,Yangon (South),MMR013D003,MMR013026,Kayan,3104.904136,542992.6293,965983900,110.2721
720,720,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,1685.200886,157212.8144,279681600,31.92712
721,721,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,3419.165657,557140.953,991153700,113.1454
722,722,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,4772.880677,512554.7863,911834900,104.0907
723,723,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,4338.795351,809272.5004,1439696000,164.3488
724,724,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,2250.887075,316655.7891,563330600,64.30715
725,725,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,5932.57361,1276362.533,2270649000,259.2065
726,726,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,693.792559,14444.06164,25695990,2.933332
727,727,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,3890.634781,629233.0363,1119406000,127.786
728,728,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,1701.437693,127560.0845,226929400,25.90518
729,729,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,982.02822,26482.61633,58277220,6.652651
730,730,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,368.340936,6275.797122,58277220,6.652651
731,731,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,3851.251616,678661.1914,1207338000,137.824
732,732,Polygon,1779,Yangon (South),MMR013D003,MMR013023,Thanlyin,175.494536,1013.893988,563330600,64.30715
733,733,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,2227.777661,315641.8951,563330600,64.30715
734,734,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,5883.744888,1485538.038,2642772000,301.6863
735,735,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,3693.738505,666506.4934,1185715000,135.3556
736,736,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,1289.757517,11703.16047,20819920,2.376704
737,737,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,7345.022842,1669685.067,2970370000,339.0833
738,738,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,2922.341953,338633.9924,602429900,68.77054
739,739,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,3755.457003,832600.9206,1481197000,169.0864
740,740,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,1392.789497,81707.41644,2224891000,253.983
741,741,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,4598.529416,1168934.03,2224891000,253.983
742,742,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,2425.864696,332027.1679,590676400,67.42881
743,743,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,4414.344183,909910.4745,1618731000,184.7866
744,744,Polygon,1779,Yangon (South),MMR013D003,MMR013024,Kyauktan,1524.21597,104454.5657,185824700,21.21286
745,745,Polygon,1779,Yangon (South),MMR013D003,MMR013025,Thongwa,9.689776,3.334471,5932.023,0.000677
746,746,Polygon,1785,Yangon (South),MMR013D003,MMR013026,Kayan,998.899924,45155.53732,80602630,9.201214
